Origin,Country,Country,Country,Country
Armenian, Laos,eVisa / Visa on arrival,30 days,"Visa on arrival is available at Luangphabang, Pakse, Savannakhet and Vientiane international airports, the 4 Thai-Lao Friendship Bridges,[Note 3] 13 border crossings,[Note 4] and Tanalaeng train station in Vientiane.[100] Visa on arrival facilities will be gradually phased out starting in January 2020.[101]eVisa may be used to enter Laos through Wattay International Airport and the First Thai–Lao Friendship BridgeThe Lalai, Lantui, Meuang mom, Pakxan, and Phoudou border crossings are open only to visa holders.Visa on arrival is extendable up to 60 days."
Armenian, Latvia,Visa required,,
Armenian, Lebanon,Visa on arrival,1 month,"1 month extendable for 2 additional monthsGranted free of charge at Beirut International Airport or any other port of entry if there is no Israeli visa or seal, holding a telephone number, an address in Lebanon, and a non refundable return or circle trip ticket."
Armenian, Lesotho,eVisa,,
Armenian, Liberia,Visa required,,
Armenian, Libya,Visa required,,
Armenian, Liechtenstein,Visa required,,
Armenian, Lithuania,Visa required,,
Armenian, Luxembourg,Visa required,,
Armenian, Madagascar,eVisa / Visa on arrival,90 days,
Armenian, Malawi,eVisa / Visa on arrival,90 days,
Armenian, Malaysia,Visa not required,30 days,
Armenian, Maldives,Visa on arrival,30 days,
Armenian, Mali,Visa required,,
Armenian, Malta,Visa required,,
Armenian, Marshall Islands,Visa required,,
Armenian, Mauritania,Visa on arrival,,Available at Nouakchott–Oumtounsy International Airport.
Armenian, Mauritius,Visa on arrival,60 days,
Armenian, Mexico,Visa required,,"Visa required, except for passengers with a valid visa issued by Canada, Japan, United States, United Kingdom or a Schengen Member State for a maximum stay of 180 days."
Armenian, Micronesia,Visa not required,30 days,
Armenian, Moldova,Visa not required,90 days,90 days within any 180 day period
Armenian, Monaco,Visa required,,
Armenian, Mongolia,Visa required,,
Armenian, Montenegro,Visa not required,,
Armenian, Morocco,Visa required,,
Armenian, Mozambique,Visa on arrival,30 days,
Armenian, Myanmar,Visa required,,
Armenian, Namibia,Visa not required,3 months,
Armenian, Nauru,Visa required,,
Armenian,   Nepal,Visa on arrival,90 days,
Armenian, Netherlands,Visa required,,
Armenian, New Zealand,Visa required,,"Diplomatic and service passports with the former USSR symbol issued in Armenia are unacceptable, and visas will not be endorsed in them.[134]Holders of an Australian Permanent Resident Visa or Resident Return Visa may be granted a New Zealand Resident Visa on arrival permitting indefinite stay (pursuant to the Trans-Tasman Travel Arrangement), subject to meeting character requirements and obtaining an Electronic Travel Authority prior to departure.[135]"
Armenian, Nicaragua,Visa required,,
Armenian, Niger,Visa required,,
Armenian, Nigeria,Visa required,,
Armenian, North Macedonia,Visa required,,
Armenian, Norway,Visa required,,
Armenian, Oman,Visa not required,14 days,
Armenian, Pakistan,Visa required,,
Armenian, Palau,Visa on arrival,30 days,
Armenian, Panama,Visa not required,180 days,
Armenian, Papua New Guinea,Visa required,,
Armenian, Paraguay,Visa required,,
Armenian, Peru,Visa required,,
Armenian, Philippines,Visa required,,
Armenian, Poland,Visa required,,
Armenian, Portugal,Visa required,,
Armenian, Qatar,Visa not required,90 days,90 days within any 180 day period
Armenian, Romania,Visa required,,
Armenian, Russia,Visa not required,90 days,90 days within any 180 day period
Armenian, Rwanda,eVisa / Visa on arrival,30 days,
Armenian, Saint Kitts and Nevis,eVisa,,
Armenian, Saint Lucia,Visa required,,
Armenian, Saint Vincent and the Grenadines,Visa not required,1 month,
Armenian, Samoa,Visa not required,60 days,
Armenian, San Marino,Visa required,,
Armenian, São Tomé and Príncipe,eVisa,,
Armenian, Saudi Arabia,Visa required,,
Armenian, Senegal,Visa on arrival,90 days,
Armenian, Serbia,Visa not required,90 days,90 days within any 180 day period.
Armenian, Seychelles,Free Visitor's Permit on arrival,3 months,Extendable with a fee
Armenian, Sierra Leone,Visa required,,
Armenian, Singapore,eVisa,,Some provisions for 96 hours visa-free transit.
Armenian, Slovakia,Visa required,,
Armenian, Slovenia,Visa required,,
Armenian, Solomon Islands,Visa required,,
Armenian, Somalia,Visa on arrival,30 days,"Available at Bosaso Airport, Galcaio Airport and Mogadishu Airport."
Armenian, South Africa,Visa required,,
Armenian, South Sudan,Electronic Visa,,Obtainable online[176]Printed visa authorization must be presented at the time of travel[176]
Armenian, Spain,Visa required,,
Armenian, Sri Lanka,eVisa / Visa on arrival,30 days,
Armenian, Sudan,Visa required,,
Armenian, Suriname,eVisa,,
Armenian, Sweden,Visa required,,
Armenian,  Switzerland,Visa required,,
Armenian, Syria,Visa required,,"According to the Law No. 2 of 2014 all visitors require visas prior to arrival.[183][184][185] According to the IATA database, visa may be obtained on arrival and is valid for 15 days.[186]"
Armenian, Taiwan,Visa required,90 days,
Armenian, Tajikistan,Visa not required,,
Armenian, Tanzania,eVisa / Visa on arrival,3 months,
Armenian, Thailand,Visa required,,
Armenian, Timor-Leste,Visa on arrival,30 days,
Armenian, Togo,Visa on arrival,7 days,
Armenian, Tonga,Visa required,,
Armenian, Trinidad and Tobago,Visa required,,
Armenian, Tunisia,Visa required,,
Armenian, Turkey,eVisa,1 month,
Armenian, Turkmenistan,Visa required,,
Armenian, Tuvalu,Visa on arrival,1 month,
Armenian, Uganda,eVisa / Visa on arrival,,May apply online.[201]
Armenian, Ukraine,Visa not required,,
Armenian, United Arab Emirates,Visa required,,
Armenian, United Kingdom,Visa required,,
Armenian, United States,Visa required,,
Armenian, Uruguay,Visa not required,90 days,
Armenian, Uzbekistan,Visa not required,90 days,90 days within any 180-day period.
Armenian, Vanuatu,Visa required,,
Armenian,  Vatican City,Visa required,,
Armenian, Venezuela,Visa required,,
Armenian, Vietnam,eVisa,30 days[212],
Armenian, Yemen,Visa required,,
Armenian, Zambia,eVisa,,
Armenian, Zimbabwe,eVisa / Visa on arrival,3 months,"30 days for visits on business, 3 months for tourists"
Origin,Country,Country,Country,Country
Australian, Afghanistan,Visa required,,"Due to safety concerns, Australian government advises its citizens to not visit Afghanistan.[3]"
Australian, Albania,Visa not required,90 days,
Australian, Algeria,Visa required,,Processing time for a tourist visa to Algeria upon 14 working days is mandatory.
Australian, Andorra,Visa not required,,
Australian, Angola,eVisa,30 days,Visitors who have been granted an online pre-visa or have requested a pre-visa from an Angolan consulate abroad are issued a visa upon arrival at the country's border crossings.Maximum total stay of 90 days within a one-year period.[9]Visitors must have a return/onward ticket and a hotel reservation confirmation.[10]
Australian, Antigua and Barbuda,Visa not required,1 month,
Australian, Argentina,Visa not required,90 days,
Australian, Armenia,Visa not required,180 days,
Australian, Austria,Visa not required,90 days,90 days within any 180 day period regardless of previous time spent in other Schengen countries[15]
Australian, Azerbaijan,eVisa,30 days[17],
Australian, Bahamas,Visa not required,3 months,
Australian, Bahrain,eVisa / Visa on arrival,14 days,
Australian, Bangladesh,Visa on arrival,30 days,Not available at all entry points.[21]
Australian, Barbados,Visa not required,6 months,
Australian, Belarus,Visa not required,30 days,"Must arrive and depart via Minsk International Airport, and not to/from Russia."
Australian, Belgium,Visa not required,90 days,90 days within any 180 day period in the Schengen Area. Additionally bilateral agreement permits 2 months on top of this.
Australian, Belize,Visa not required,,
Australian, Benin,eVisa / Visa on arrival,30 days / 8 days,Must have an international vaccination certificate.
Australian, Bhutan,Visa required,,Visa approved via tour operators only.
Australian, Bolivia,Visa not required,90 days,
Australian, Bosnia and Herzegovina,Visa not required,90 days,90 days within any 6-month period
Australian, Botswana,Visa not required,90 days,90 days within any year period
Australian, Brazil,Visa not required,90 days,"Up to 90 days per visit, but no more than 180 days per year."
Australian, Brunei,Visa on arrival,30 days,
Australian, Bulgaria,Visa not required,90 days,90 days within any 180 day period
Australian, Burkina Faso,Visa on arrival,1 month,
Australian, Burundi,Visa required,,"Due to safety concerns, Australian government advises its citizens not to visit Burundi.[37]"
Australian, Cambodia,eVisa / Visa on arrival,30 days,Visa is also obtainable online.[39]
Australian, Cameroon,Visa required,,A tax for a visa on internal flights must be obtained upon arrival into Cameroon.
Australian, Canada,Visa not required,6 months,eTA required if arriving by air.[42]
Australian, Cape Verde,Visa on arrival,,Not available at all entry points.[44]
Australian, Central African Republic,Visa required,,"Because of current in-place advisories in issuance, an approval for a 1-year visa to the Central African Republic should be obtained at the Consulate General of France.Due to safety concerns, Australian government advises its citizens not to visit Central African Republic.[46]"
Australian, Chad,Visa required,,Passengers with an Entry Authorization letter issued by the authorities of Chad before departure can obtain a visa on arrival.
Australian, Chile,eVisa,90 days,
Australian, China,Visa required,,"24-hour visa-free transit through China (unless arriving in Fuzhou, Huangshan, Mudanjiang, Shenzhen or Yanji).72-hour visa-free transit through Changsha, Guilin and Harbin.144-hour visa-free transit through Beijing, Chengdu, Chongqing, Dalian, Guangzhou, Hangzhou, Jieyang, Kunming, Nanjing, Ningbo, Qinhuangdao, Qingdao, Shanghai, Shenyang, Shenzhen, Shijiazhuang, Tianjin, Wuhan, Xiamen and Xi'an.[51]Hong Kong, Macau, and Taiwan count as third countries under the 24, 72 and 144-hours transit without visa (TWOV) policies.All TWOV programs are currently suspended due to the coronavirus pandemic.[52]30-day visa free access is available for Hainan Province when arriving by air at Haikou or Sanya or by sea at designated sea ports.[53]Hong Kong and Macau have separate immigration policies from the mainland.Visas issued to Tourist Visa applicants are valid for entry within 90 days and validity of the visa begins on the day of first entry into China."
Australian, Colombia,Visa not required,180 days,90 days - extendable up to 180-days stay within a one-year period
Australian, Comoros,Visa on arrival,,
Australian, Republic of the Congo,Visa required,,Visa and invitation letters approved via tour operators only.
Australian, Democratic Republic of the Congo,Visa required,,Visa on arrival at Ndjili International Airport if a letter of invitation (Visa volant) issued by the Ministry of Interior and Security is conferred.
Australian, Costa Rica,Visa not required,90 days,
Australian, Côte d'Ivoire,eVisa,3 months,eVisa holders must arrive via Port Bouet Airport.
Australian, Croatia,Visa not required,90 days,90 days within any 180 day period
Australian, Cuba,Tourist Card required,30 days,Visitors travelling to Cuba can purchase a tourist card at the Cuban embassy or nearest travel agent that sells authorized cards.
Australian, Cyprus,Visa not required,90 days,90 days within any 180 day period
Australian, Czech Republic,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Australian, Denmark,Visa not required,90 days,90 days within any 180 day period regardless of previous time spent in other Schengen countries (except the other Nordic countries)
Australian, Djibouti,eVisa,31 days,
Australian, Dominica,Visa not required,6 months,
Australian, Dominican Republic,Visa not required,90 days,
Australian, Ecuador,Visa not required,90 days[69],
Australian, Egypt,eVisa / Visa on arrival,30 days,
Australian, El Salvador,Visa not required,3 months,
Australian, Equatorial Guinea,Visa required,,Letter of invitation required.
Australian, Eritrea,Visa required,,A tourist visa for Australian citizens is issued for a stay of 1 month from arrival to Eritrea.
Australian, Estonia,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
